"API and filesystem objectID","TMS report objectID","API and filesystem object number","TMS report object number","Title","Creator","dept","location on DRMC","has files","number of files","has dg component","component number"
"120349","","740.1994","","Mi Ojo, Tus Aguas Somos","Poch Marcela","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/ Poch_Marcela---Mi_Ojo,_Tus_Aguas_Somos---740.1994---120349","Yes","1","No",""
"130201","","CT148","","Video Works of Donigan Cumming Vol. 2","Cumming Donigan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Cumming_Donigan---Video_Works_of_Donigan_Cumming_Vol._2---CT148---130201","Yes","2","No",""
"102420","","1097.2005.a-f","","Between Darkness and Light (After William Blake)","Gordon Douglas","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Gordon_Douglas---Between_Darkness_and_Light_(After_William_Blake)---1097.2005.a-f---102420","Yes","2","No",""
"170619","170619","632.2013","632.2013","Warm, Warm, Warm Spring Mouths","Atkins Ed","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Atkins_Ed---Warm,_Warm,_Warm,_Spring_Mouths---632.2013---170619","Yes","6","Yes","632.2013.DG"
"122031","122031","1177.2008","1177.2008","Slow Angle Walk (Beckett Walk)","Nauman Bruce","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Nauman_Bruce---Slow_Angle_Walk_(Beckett_Walk)---1177.2008---122031","Yes","1","Yes","1177.2008.DG"
"170626","170626","638.2013","638.2013","In Free Fall","Steyerl Hito","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Steyerl_Hito---In_Free_Fall---638.2013---170626","Yes","4","Yes","638.2013.DG"
"117937","117937","211.2008","211.2008","White House","Abdul Lida","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Abdul_Lida---White_House---211.2008---117937","Yes","1","Yes","211.2008.DG"
"174791","","1210.2013.1-3","","Sense and Sense","Roysdon Emily","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Roysdon_Emily---Sense_and_Sense---1210.2013.1-3---174791","Yes","3","No",""
"111018","111018","454.2007","454.2007","Passage","Neshat Shirin","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Neshat_Shirin---Passage---454.2007---111018","Yes","2","Yes","454.2007.DG"
"143783","143783","13.2011","13.2011","Homes for America","Graham Dan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Graham_Dan---Homes_For_America---13.2011---143783","Yes","124","Yes","13.2011.DG"
"165242","165242","1780.2012","1780.2012","Grand Openings Return of the Blogs","Fahrenholz Loretta","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Fahrenholtz_Loretta---Grand_Openings_Return_of_the_Blogs---1780.2012---165242","Yes","3","Yes","1780.2012.DG"
"159753","159753","566.2012.1-2","566.2012.1-2","Everything Else Has Failed! Don't You Think It 's Time for Love?","Hayes Sharon","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Hayes_Sharon---EverythingElseHasFailed---566.2012.1-2---159753","Yes","10","Yes","566.2012.1-2.DG"
"175942","","1209.2013","","Temper Clay","Kim Sung Hwan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kim_Sung_Hwan---Temper_Clay---1209.2013---175942","Yes","1","No",""
"109511","","437.2007","","Concert Tone Compressions","Askevold David","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Askevold_David---Concert_Tone_Compressions---437.2007---109511","Yes","38","No",""
"175943","","1211.2013","","Our Short Century","Roysdon Emily","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Roysdon_Emily---Our_Short_Century---1211.2013---175943","Yes","2","No",""
"118604","118604","558.2004","558.2004","Boat","Wood John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wood_John---Boat---558.2004---118604","Yes","1","Yes","558.2004.DG"
"161104","161104","631.2012","631.2012","In This House","Zaatari Akram","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Zaatari_Akram---In_This_House---631.2012---161104","Yes","4","Yes","631.2012.DG"
"119104","119104","573.2008","573.2008","Portrait Of A Swan","Kugimiya Yui","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kugimaya_Yui---PortraitofaSwan---573.2008---119104","Yes","2","Yes","573.2008.DG"
"159599","159599","533.2012","533.2012","Untitled (Two sheets of paper and table)","Cool Marie","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Cool_Marie---Untitled_(Two_sheets_of_paper_and_table)---533.2012---159599","Yes","0","Yes","533.2012.DG"
"107765","","547.1992","","History and Memory","Tajiri Rea","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Tajiri_Rea---History_and_Memory---547.1992---107765","Yes","1","No",""
"120220","120220","698.1994","698.1994","San Agustin","Aguerre Enrique","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Aguerre_Enrique---San_Agustin---698.1994---120220","Yes","1","Yes","698.1994.DG"
"120158","120158","537.1984","537.1984","Viva Magritte","Barron Ros","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Barron_Ros---Viva_Magritte---537.1984---120158","Yes","1","Yes","537.1984.DG"
"118241","118241","538.1984","538.1984","I Like America, America Likes Me","Beuys Joseph","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Beuys_Joseph---I_Like_America,_America_Likes_Me---538.1984---118241","Yes","1","Yes","538.1984.DG"
"120598","120598","449.2003","449.2003","Earle Murphy's Winter Olympics","Blumberg Skip","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Blumberg_Skip---Earle_Murphy's_Winter_Olympics---449.2003---120598","Yes","1","Yes","449.2003.DG"
"120136","120136","452.2003","452.2003","Flying Morning Glory (on fire)","Blumberg Skip","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Blumberg_Skip---Flying_Morning_Glory_(on_fire)---452.2003---120136","Yes","1","Yes","452.2003.DG"
"120608","","453.2003","","Interviews with Interviewers...about Interviewing","Blumberg Skip","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Blumberg_Skip---Interviews_with_Interviewers...about_interviewing---453.2003---120608","Yes","1","No",""
"118218","118218","702.1981","702.1981","Pick Up Your Feet: The Double Dutch Show","Blumberg Skip","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Blumberg_Skip---Pick_Up_Your_Feet_The_Double_Dutch_Show---702.1981---118218","Yes","1","Yes","702.1981.DG"
"118283","118283","492.1986","492.1986","Democracy in America: Or Everyone is Welcome","Boord Dan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Boord_Dan---Democracy_in_America_Or_Everyone_is_Welcome---492.1986---118283","Yes","1","Yes","492.1986.DG"
"120200","","463.1988","","Either/Or in Chinatown","Body Gabor","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Body_Gabor---Either:Or_in_Chinatown---463.1988---120200","Yes","1","No",""
"120268","120268","415.1991","415.1991","Better, Stronger","Bowes Ed","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Bowes_Ed---Better,Stronger---415.1991---120268","Yes","1","Yes","415.1991.DG"
"120310","120310","416.1991","416.1991","How to Fly","Bowes Ed","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Bowes_Ed---How_To_Fly---416.1991---120310","Yes","1","Yes","416.1991.DG"
"120514","120514","663.1987.1-4","663.1987.1-4","Ian Breakwell's Continuous Diary [selections]","Breakwell Ian","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Breakwell_Ian---Ian_Breakwell's_Continuous_Diary---663.1987.1-4---120514","Yes","1","Yes","663.1987.1-4.DG"
"117939","117939","213.2008","213.2008","Man Walking Down the Side of a Building","Brown Trisha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Brown_Trisha---Man_Walking_Down_the_Side_of_a_Building---213.2008---117939","Yes","1","Yes","213.2008.DG"
"120239","120239","809.2006","809.2006","Flag Wars","Bryant Linda Goode","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Bryant_Linda_Goode---Flag_Wars---809.2006---120239","Yes","1","Yes","809.2006.DG"
"118291","118291","664.1987","664.1987","Dangling by Their Mouths","Campbell Colin","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Campbell_Colin---Dangling_by_Their_Mouths---664.1987---118291","Yes","1","Yes","664.1987.DG"
"154702","154702","1123.2011","1123.2011","Untitled (Eels)","Chang Patty","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Chang_Patty---Untitled_(Eels)---1123.2011---154702","Yes","1","Yes","1123.2011.DG"
"88934","88934","457.2002","457.2002","Cold Pieces 2","Cho Seoungho","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Cho_Seoungho---Cold_Pieces_2---457.2002---88934","Yes","1","Yes","457.2002.DG"
"122312","122312","476.1982","476.1982","¡Ay Sudamérica!","Colectivo Acciones de Arte","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Colectivo_Acciones_de_Arte---Ay_Sudamerica!---476.1982---122312","Yes","1","Yes","476.1982.DG"
"120306","120306","475.1982","475.1982","So as Not to Die of Hunger in Art (Para No Morir de Hambre en el Arte)","Colectivo Acciones de Arte","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Colectivo_Acciones_de_Arte---So_as_Not_to_Die_of_Hunger_in_Art_(Para_No_Morir_De_Hambre_en_el_Arte)---475.1982---120306","Yes","1","Yes","475.1982.DG"
"118508","118508","961.1998","961.1998","The Looking Glass","Downey Juan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Downey_Juan---The_Looking_Glass---961.1998---118508","Yes","1","Yes","961.1998.DG"
"120558","120558","962.1998","962.1998","Pilobolus and Joan","Emshwiller Ed","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Emshwiller_Ed---Pulobolus_and_Joan---962.1998---120558","Yes","1","Yes","962.1998.DG"
"159732","159732","564.2012","564.2012","...I turn over the pictures of my voice in my head","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---...I_turn_over_the_pictures_of_my_voice_in_my_head---564.2012---159732","Yes","2","Yes","564.2012.DG"
"159711","159711","553.2012","553.2012","...Remote...Remote...","EXPORT VALIE","Film","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---...Remote...Remote...---553.2012---159711","Yes","2","Yes","553.2012.DG"
"126284","","56.2009","","Adjunct Dislocations II","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Adjunct_Dislocations_II---56.2009---126284","Yes","2","No",""
"159679","159679","549.2012","549.2012","Asemie - The Inability to Express Oneself Through Facial Expression","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Asemie-Or_the_inability_to_Express_Oneself---549.2012---159679","Yes","2","Yes","549.2012.DG"
"159669","159669","544.2012","544.2012","Breath Text: Love Poem","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Breath _Text_Love_Poem---544.2012---159669","Yes","2","Yes","544.2012.DG"
"159716","159716","556.2012","556.2012","Delta: A Piece","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Delta_A_Piece---556.2012---159716","Yes","2","Yes","556.2012.DG"
"159678","159678","548.2012","548.2012","Interrupted Line","EXPORT VALIE","Film","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Interrupted_Line---548.2012---159678","Yes","2","Yes","548.2012.DG"
"159705","159705","550.2012","550.2012","Moving images over moving people","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Moving_images_over_moving_people---550.2012---159705","Yes","2","Yes","550.2012.DG"
"159613","159613","537.2012","537.2012","Poems","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---poems---537.2012---159613","Yes","2","Yes","537.2012.DG"
"159670","","545.2012","","Self-Portrait with Eye","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Self-Portrait_With_Eye---545.2012---159670","Yes","2","No",""
"159615","","538.2012","","Self-Portrait with Head","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Self-Portrait_With_Head---538.2012---159615","Yes","2","No",""
"159619","159619","539.2012","539.2012","The Sweet Number: An Experience in Consumption","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---The_Sweet_Number_An_Experience_in_Consumption---539.2012---159619","Yes","2","Yes","539.2012.DG"
"130123","130123","CT92","CT92","El Pan nuestro de cada dia/San Pablo, San Martin Performance","Camiruaga Gloria","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Camiruaga_Gloria---El_Pan_nuestro_de_cada_dia:San_Pablo,_San_Martin_Performance---CT92---130123","Yes","1","Yes","CT92.DG"
"118189","","731.1976","","East Ended Tape","Campus Peter","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Campus_Peter---East_Ended_Tape---731.1976---118189","Yes","1","No",""
"120285","120285","1320.1999","1320.1999","Welcome to the Wadsworth: A Museum Tour","Fraser Andrea","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Fraser_Andrea---WelcometotheWadsworth---1320_1999---120285","Yes","1","Yes","1320.1999.DG"
"120269","","705.1994","","This is Not Your Life","Furtado Jorge","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Furtado_Jorge---This_is_Not_Your_Life---705.1994---120269","Yes","1","No",""
"118211","","703.1981","","One Way","Byrne James","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Byrne_James---One_Way---703.1981---118211","Yes","1","No",""
"159764","","573.2012","","The Complete Electronic Diaries","Hershman Leeson Lynn","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Hershman_Lynn---The_Complete_Electronic_Diaries---573.2012---159764","Yes","2","No",""
"97950","97950","529.2004.a-e","529.2004.a-e","Breath","Houshiary Shirazeh","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Houshiary_Shirazeh---Breath---529.2004.a-e---97950","Yes","4","Yes","529.2004.DG"
"120109","120109","1675.2000","1675.2000","Faraday's Ghost","Hoberman Perry","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Hoberman_Perry---FaradaysGhost---1675_2000---120109","Yes","50","Yes","1675.2000.DG"
"122025","122025","1171.2008","1171.2008","Weg zum Nachbarn (Way to the neighbour)","Mommartz Lutz","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Mommartz_Lutz---WegZumNachbarn---1171_2008---122025","Yes","1","Yes","1171.2008.DG"
